Data,À vista R$,À vista US$
28/10/1999,"91,06","46,13"
29/10/1999,"91,26","46,82"
01/11/1999,"91,47","47,07"
03/11/1999,"92,02","47,36"
04/11/1999,"92,12","47,96"
05/11/1999,"92,45","48,13"
08/11/1999,"93,01","48,22"
09/11/1999,"93,22","48,17"
10/11/1999,"93,43","48,41"
11/11/1999,"93,84","48,52"
12/11/1999,"94,09","48,63"
16/11/1999,"94,41","48,82"
17/11/1999,"94,64","49,01"
18/11/1999,"95,24","49,35"
19/11/1999,"95,6","49,48"
22/11/1999,"96,11","49,7"
23/11/1999,"96,5","49,92"
24/11/1999,"97,32","50,43"
25/11/1999,"97,72","50,69"
26/11/1999,"97,74","50,77"
29/11/1999,"98,31","51,15"
30/11/1999,"98,64","51,3"
01/12/1999,99,"51,72"
02/12/1999,"99,29","52,15"
03/12/1999,"99,4","52,93"
06/12/1999,"99,83","53,47"
07/12/1999,"100,18","53,86"
08/12/1999,"100,2","53,73"
09/12/1999,"100,3","53,66"
10/12/1999,"100,63","53,99"
13/12/1999,"100,76","54,41"
14/12/1999,"100,9","54,51"
15/12/1999,"101,12","54,72"
16/12/1999,"101,14","55,06"
17/12/1999,"101,59","56,19"
20/12/1999,"101,03","55,76"
21/12/1999,"101,02","55,32"
22/12/1999,"100,9","55,41"
23/12/1999,"100,9","55,08"
27/12/1999,"100,82","55,03"
28/12/1999,"100,83","55,07"
29/12/1999,"100,39","55,5"
30/12/1999,"100,38","55,58"
03/01/2000,"100,41","55,17"
04/01/2000,"100,4","54,01"
05/01/2000,"100,38","54,56"
06/01/2000,"100,38","54,44"
07/01/2000,"100,41","54,81"
10/01/2000,"100,34","55,26"
11/01/2000,"100,32","55,06"
12/01/2000,"99,85","54,56"
13/01/2000,"99,69","54,99"
14/01/2000,"99,69","55,2"
17/01/2000,"99,63","55,53"
18/01/2000,"99,51","55,5"
19/01/2000,"99,21","55,33"
20/01/2000,"99,16","55,61"
21/01/2000,"99,13","55,88"
24/01/2000,"99,11","55,87"
25/01/2000,"99,12","55,78"
26/01/2000,"99,07","55,66"
27/01/2000,"99,08","55,63"
28/01/2000,"99,1","55,08"
31/01/2000,"99,2","55,64"
01/02/2000,"99,14","55,39"
02/02/2000,"99,27","55,55"
03/02/2000,"99,34","55,62"
04/02/2000,"99,29","56,13"
07/02/2000,"99,28","56,09"
08/02/2000,"99,38","56,27"
09/02/2000,"99,24","56,13"
10/02/2000,"99,11","56,12"
11/02/2000,"99,22","56,05"
14/02/2000,"99,25","55,98"
15/02/2000,"99,36","55,85"
16/02/2000,"99,16","55,9"
17/02/2000,"99,11","55,87"
18/02/2000,"99,1","55,7"
21/02/2000,"99,15","55,73"
22/02/2000,"99,11","55,46"
23/02/2000,"99,06","55,53"
24/02/2000,"99,22","55,81"
25/02/2000,"99,31","56,07"
28/02/2000,"99,37","55,89"
29/02/2000,"99,36","56,17"
01/03/2000,"99,33","56,28"
02/03/2000,"99,33","56,5"
03/03/2000,"99,42","56,91"
08/03/2000,"99,43","57,05"
09/03/2000,"99,26","57,01"
10/03/2000,"99,36","56,94"
13/03/2000,"99,42","56,94"
14/03/2000,"99,42","57,23"
15/03/2000,"99,35","57,1"
16/03/2000,"99,22","57,09"
17/03/2000,"99,06","56,93"
20/03/2000,"98,96","56,94"
21/03/2000,"98,94","56,93"
22/03/2000,"98,95","57,2"
23/03/2000,"98,99","57,55"
24/03/2000,99,"57,1"
27/03/2000,"99,04","56,66"
28/03/2000,"99,08","56,85"
29/03/2000,"99,16","56,79"
30/03/2000,"99,15","56,69"
31/03/2000,"99,16","57,05"
03/04/2000,"99,13","56,87"
04/04/2000,"99,29","56,8"
05/04/2000,"99,31","56,85"
06/04/2000,"99,42","56,94"
07/04/2000,"99,36","57,04"
10/04/2000,"99,38","57,08"
11/04/2000,"99,35","56,97"
12/04/2000,"99,28","56,6"
13/04/2000,"99,15","55,54"
14/04/2000,"98,72","55,33"
17/04/2000,"98,18","55,28"
18/04/2000,"97,52","55,32"
19/04/2000,"97,22","54,74"
20/04/2000,"96,97","54,29"
24/04/2000,"96,46","53,71"
25/04/2000,"95,33","53,26"
26/04/2000,"94,4","52,38"
27/04/2000,"93,08","51,54"
28/04/2000,"92,85","51,35"
02/05/2000,"92,78","51,46"
03/05/2000,"92,82","51,05"
04/05/2000,"92,69","51,13"
05/05/2000,"92,48","51,32"
08/05/2000,"92,31","51,06"
09/05/2000,"92,27","50,92"
10/05/2000,"91,93","50,54"
11/05/2000,"91,87","50,34"
12/05/2000,"91,88","50,02"
15/05/2000,"91,58","50,16"
16/05/2000,"91,37","50,2"
17/05/2000,"91,31","49,9"
18/05/2000,"90,77","49,49"
19/05/2000,"90,49","49,21"
22/05/2000,"90,36","48,82"
23/05/2000,"90,07","48,53"
24/05/2000,"90,01","48,86"
25/05/2000,"89,75","48,57"
26/05/2000,"89,37","48,68"
29/05/2000,"88,98","48,33"
30/05/2000,"88,56","48,37"
31/05/2000,"88,53","48,48"
01/06/2000,"88,52","48,72"
02/06/2000,"88,53","49,13"
05/06/2000,"88,49","49,38"
06/06/2000,"87,97","48,87"
07/06/2000,"87,96","48,98"
08/06/2000,"87,88","48,71"
09/06/2000,"87,79","48,64"
12/06/2000,"87,81","48,59"
13/06/2000,"87,8","48,48"
14/06/2000,"87,77","48,49"
15/06/2000,"87,74","48,42"
16/06/2000,"87,65","48,59"
19/06/2000,"87,55","48,5"
20/06/2000,"87,46","48,56"
21/06/2000,"87,44","48,26"
23/06/2000,"87,44","47,89"
26/06/2000,"87,31","47,87"
27/06/2000,"87,27","47,87"
28/06/2000,"87,23","47,9"
29/06/2000,"87,24","48,17"
30/06/2000,"87,44","48,36"
03/07/2000,"87,31","48,13"
04/07/2000,"87,31","48,24"
05/07/2000,"87,31","48,4"
06/07/2000,"87,57","48,63"
07/07/2000,"87,64","48,69"
10/07/2000,"88,14","49,05"
11/07/2000,"88,41","49,01"
12/07/2000,"88,57","49,12"
13/07/2000,"89,04","49,14"
14/07/2000,"89,19","49,41"
17/07/2000,"89,21","49,65"
18/07/2000,"89,3","49,69"
19/07/2000,"89,33","49,49"
20/07/2000,"89,56","49,84"
21/07/2000,"89,79","49,96"
24/07/2000,"90,02","50,23"
25/07/2000,"90,06","50,29"
26/07/2000,"90,11","50,34"
27/07/2000,"90,1","50,62"
28/07/2000,"90,11","50,46"
31/07/2000,"90,17","50,54"
01/08/2000,"90,18","50,41"
02/08/2000,"90,21","50,23"
03/08/2000,"90,21","50,26"
04/08/2000,"90,18","50,32"
07/08/2000,"90,17","50,18"
08/08/2000,"89,99","50,16"
09/08/2000,"89,99","50,05"
10/08/2000,"89,33","49,74"
11/08/2000,"89,54","49,69"
14/08/2000,"89,54","49,58"
15/08/2000,"89,29","49,5"
16/08/2000,"88,82","48,99"
17/08/2000,"88,73","49,08"
18/08/2000,"88,55","48,71"
21/08/2000,"88,42","48,53"
22/08/2000,"88,28","48,59"
23/08/2000,"87,8","48,16"
24/08/2000,"87,69","48,18"
25/08/2000,"87,84","48,16"
28/08/2000,"87,84","47,95"
29/08/2000,"87,77","48,02"
30/08/2000,"87,75","48,11"
31/08/2000,"87,46","47,92"
01/09/2000,"87,11","47,73"
04/09/2000,"86,88","47,55"
05/09/2000,"86,88","47,63"
06/09/2000,"86,91","47,72"
08/09/2000,"86,91","47,78"
11/09/2000,"86,91","47,7"
12/09/2000,"86,89","47,48"
13/09/2000,"86,87","47,45"
14/09/2000,"86,74","47,19"
15/09/2000,"86,71","46,97"
18/09/2000,"86,7","46,66"
19/09/2000,"86,67","46,77"
20/09/2000,"86,57","46,62"
21/09/2000,"86,14","46,46"
22/09/2000,"86,08","46,6"
25/09/2000,"86,08","46,61"
26/09/2000,"86,11","46,52"
27/09/2000,"86,1","46,52"
28/09/2000,"86,11","46,7"
29/09/2000,"86,11","46,67"
02/10/2000,"86,11","46,5"
03/10/2000,"86,08","46,48"
04/10/2000,"86,06","46,42"
05/10/2000,"85,96","46,49"
06/10/2000,"85,93","46,3"
09/10/2000,"85,92","46,35"
10/10/2000,"85,94","46,31"
11/10/2000,"86,01","46,27"
13/10/2000,"86,03","45,93"
16/10/2000,"86,12","46,08"
17/10/2000,"86,13","45,98"
18/10/2000,"86,18","45,96"
19/10/2000,"86,22","45,93"
20/10/2000,"86,35","45,76"
23/10/2000,"86,38","45,56"
24/10/2000,"86,5","45,27"
25/10/2000,"87,09","45,26"
26/10/2000,"87,36","45,1"
27/10/2000,"87,44","45,63"
30/10/2000,"87,66","45,73"
31/10/2000,"88,23","46,41"
01/11/2000,"89,13","46,45"
03/11/2000,"89,55","46,09"
06/11/2000,"89,78","46,35"
07/11/2000,"89,84","45,98"
08/11/2000,"90,19","45,85"
09/11/2000,"90,26","45,93"
10/11/2000,"90,74","46,6"
13/11/2000,"91,33","46,77"
14/11/2000,"91,73","46,97"
16/11/2000,"91,8","47,05"
17/11/2000,"91,84","46,69"
20/11/2000,"91,94","47,96"
21/11/2000,92,"47,92"
22/11/2000,"92,29","47,77"
23/11/2000,"92,33","47,28"
24/11/2000,"92,55","47,27"
27/11/2000,"93,37","47,37"
28/11/2000,"94,31","47,92"
29/11/2000,"94,51","48,32"
30/11/2000,"94,79","47,85"
01/12/2000,"95,09","48,2"
04/12/2000,"95,22","48,12"
05/12/2000,"95,86","48,93"
06/12/2000,"96,52","48,84"
07/12/2000,"96,64","48,93"
08/12/2000,"96,64","49,08"
11/12/2000,"97,26","49,42"
12/12/2000,"97,44","49,46"
13/12/2000,"97,56","49,88"
14/12/2000,"97,98","49,89"
15/12/2000,"98,26",50
18/12/2000,"98,41","50,31"
19/12/2000,"98,78","50,58"
20/12/2000,"98,91","50,49"
21/12/2000,"99,2","50,77"
22/12/2000,"99,22","50,65"
26/12/2000,"99,26","50,61"
27/12/2000,"99,27","50,62"
28/12/2000,"99,27","50,86"
02/01/2001,"99,27","51,14"
03/01/2001,"99,68","51,59"
04/01/2001,"99,68","51,36"
05/01/2001,"100,09","51,2"
08/01/2001,"100,16","51,34"
09/01/2001,"100,14","51,51"
10/01/2001,"99,93","51,38"
11/01/2001,"99,36","50,8"
12/01/2001,"99,37","50,98"
15/01/2001,"99,36","51,01"
16/01/2001,"99,3","50,84"
17/01/2001,"99,3","50,77"
18/01/2001,"98,35","50,28"
19/01/2001,"98,33","50,22"
22/01/2001,"98,22","50,19"
23/01/2001,"96,9","49,44"
24/01/2001,"96,63","49,02"
25/01/2001,"96,62","48,95"
26/01/2001,"96,62","48,89"
29/01/2001,"96,62","48,92"
30/01/2001,"96,61","49,11"
31/01/2001,"96,46","48,87"
01/02/2001,"96,42","48,48"
02/02/2001,"96,33","48,41"
05/02/2001,"96,33","48,07"
06/02/2001,"96,26","48,11"
07/02/2001,"95,68","47,69"
08/02/2001,"95,46","47,92"
09/02/2001,"95,25","47,77"
12/02/2001,"94,68","47,74"
13/02/2001,"94,6","47,61"
14/02/2001,"94,27","47,4"
15/02/2001,"94,16","47,36"
16/02/2001,"93,54","46,86"
19/02/2001,"93,52","46,71"
20/02/2001,"93,5","46,49"
21/02/2001,"93,48","45,69"
22/02/2001,"93,43","45,71"
23/02/2001,"93,36","45,81"
28/02/2001,"93,35","45,62"
01/03/2001,"92,44","45,25"
02/03/2001,"91,43","45,08"
05/03/2001,"90,77","44,89"
06/03/2001,"90,71","44,57"
07/03/2001,"90,73","44,43"
08/03/2001,"90,73","44,19"
09/03/2001,"90,75","44,35"
12/03/2001,"90,75","44,1"
13/03/2001,"90,76","43,99"
14/03/2001,"90,79","43,73"
15/03/2001,"90,87","43,33"
16/03/2001,"90,88","42,71"
19/03/2001,"90,93","42,95"
20/03/2001,"90,93","43,63"
21/03/2001,"90,96","42,83"
22/03/2001,"90,98","42,06"
23/03/2001,"90,99","41,85"
26/03/2001,"91,06","42,65"
27/03/2001,"91,06","42,83"
28/03/2001,"91,08","42,82"
29/03/2001,"91,09","42,33"
30/03/2001,"91,15","42,33"
02/04/2001,"91,19","42,08"
03/04/2001,"91,31","41,94"
04/04/2001,"91,32","41,99"
05/04/2001,"91,32","42,4"
06/04/2001,"91,33","42,17"
09/04/2001,"91,34","42,31"
10/04/2001,"91,36","42,71"
11/04/2001,"91,39","42,41"
12/04/2001,"91,38","42,17"
16/04/2001,"91,35","41,58"
17/04/2001,"91,35","41,54"
18/04/2001,"91,34","41,84"
19/04/2001,"91,05","41,57"
20/04/2001,"90,84","40,03"
23/04/2001,"90,52","40,03"
24/04/2001,"90,33","39,9"
25/04/2001,"89,91","39,21"
26/04/2001,"89,79","40,07"
27/04/2001,"89,79","40,78"
30/04/2001,"89,79","40,79"
02/05/2001,"89,6","40,03"
03/05/2001,"89,05","40,2"
04/05/2001,"88,32","39,93"
07/05/2001,"87,82","39,63"
08/05/2001,"87,72","39,02"
09/05/2001,"86,93","38,41"
10/05/2001,"86,91","38,46"
11/05/2001,"86,87",38
14/05/2001,"86,87","37,56"
15/05/2001,"86,8","37,11"
16/05/2001,"86,8","37,43"
17/05/2001,"86,67","37,62"
18/05/2001,"86,65","37,59"
21/05/2001,"86,63","37,34"
22/05/2001,"86,28","37,14"
23/05/2001,"86,03","36,67"
24/05/2001,"85,85","36,55"
25/05/2001,"85,72","36,95"
28/05/2001,"85,68","36,71"
29/05/2001,"85,68","36,49"
30/05/2001,"85,67","36,5"
31/05/2001,"85,66","36,07"
01/06/2001,"85,66","36,04"
04/06/2001,"85,66","35,96"
05/06/2001,"85,66","35,84"
06/06/2001,"85,61","35,85"
07/06/2001,"85,6","36,16"
08/06/2001,"85,58","36,28"
11/06/2001,"85,58","35,98"
12/06/2001,"85,58","35,58"
13/06/2001,"85,53","35,31"
15/06/2001,"85,54","35,46"
18/06/2001,"85,53","34,84"
19/06/2001,"85,53","34,5"
20/06/2001,"85,53","34,64"
21/06/2001,"85,51","35,91"
22/06/2001,"85,52","36,99"
25/06/2001,"85,53","37,19"
26/06/2001,"85,53","36,75"
27/06/2001,"85,51","37,07"
28/06/2001,"85,51","37,18"
29/06/2001,"85,5","37,01"
02/07/2001,"85,5","36,66"
03/07/2001,"85,49","36,35"
04/07/2001,"85,5","35,3"
05/07/2001,"85,5","34,61"
06/07/2001,"85,5","33,93"
10/07/2001,"85,47","34,32"
11/07/2001,"85,45","33,59"
12/07/2001,"85,42","33,69"
13/07/2001,"85,37","33,41"
16/07/2001,"85,41","33,08"
17/07/2001,"85,4","34,16"
18/07/2001,"85,4","34,67"
19/07/2001,"85,4","34,04"
20/07/2001,"85,38","34,82"
23/07/2001,"85,39","35,36"
24/07/2001,"85,43","34,57"
25/07/2001,"85,45","34,34"
26/07/2001,"85,47","34,46"
27/07/2001,"85,47","34,74"
30/07/2001,"85,49","35,4"
31/07/2001,"85,49","34,64"
01/08/2001,"85,51","34,27"
02/08/2001,"85,52","34,3"
03/08/2001,"85,52","34,14"
06/08/2001,"85,52","34,74"
07/08/2001,"85,52","34,43"
08/08/2001,"85,55","34,65"
09/08/2001,"85,55","34,68"
10/08/2001,"85,55","34,72"
13/08/2001,"85,6","34,25"
14/08/2001,"85,62","34,03"
15/08/2001,"85,62","34,36"
16/08/2001,"85,67","34,24"
17/08/2001,"85,71","34,01"
20/08/2001,"85,75","34,04"
21/08/2001,"85,77","33,63"
22/08/2001,"85,76","33,99"
23/08/2001,"85,78","33,91"
24/08/2001,"85,8","33,67"
27/08/2001,"85,8","33,51"
28/08/2001,"85,8","33,53"
29/08/2001,"85,81","33,7"
30/08/2001,"85,8","33,89"
31/08/2001,"85,8","33,45"
03/09/2001,"85,81","33,44"
04/09/2001,"85,81","33,56"
05/09/2001,"85,81","33,28"
06/09/2001,"85,8","33,2"
10/09/2001,"85,77","32,9"
11/09/2001,"85,77","32,24"
12/09/2001,"85,76","31,93"
13/09/2001,"85,73","32,23"
14/09/2001,"85,72","32,08"
17/09/2001,"85,7","32,12"
18/09/2001,"85,69","31,81"
19/09/2001,"85,68","31,62"
20/09/2001,"85,64","31,05"
21/09/2001,"85,64","30,21"
24/09/2001,"85,62","31,48"
25/09/2001,"85,56","31,51"
26/09/2001,"85,55","31,25"
27/09/2001,"85,47","31,95"
28/09/2001,"85,46","32,01"
01/10/2001,"85,38","31,87"
02/10/2001,"85,35","31,53"
03/10/2001,"85,35","31,37"
04/10/2001,"85,29","31,16"
05/10/2001,"85,27","30,69"
08/10/2001,"85,27","30,77"
09/10/2001,"85,26","30,65"
10/10/2001,"85,26","30,76"
11/10/2001,"85,26","30,65"
15/10/2001,"85,1","30,69"
16/10/2001,"84,36","31,07"
17/10/2001,"84,3","30,96"
18/10/2001,"84,25","30,52"
19/10/2001,"84,03","30,72"
22/10/2001,"83,08","30,51"
23/10/2001,"82,38","30,18"
24/10/2001,"82,32","29,81"
25/10/2001,"82,24","30,29"
26/10/2001,"82,24","30,16"
29/10/2001,"82,22","30,18"
30/10/2001,"82,22","30,2"
31/10/2001,"82,22","30,46"
01/11/2001,"82,22","30,74"
05/11/2001,"82,2","31,64"
06/11/2001,"81,41","31,19"
07/11/2001,"81,41","31,78"
08/11/2001,"81,39","32,14"
09/11/2001,"81,33","32,03"
12/11/2001,"81,21","31,82"
13/11/2001,"80,9","32,08"
14/11/2001,"80,87","31,78"
16/11/2001,"80,86","31,99"
19/11/2001,"80,87","32,09"
20/11/2001,"80,86","31,65"
21/11/2001,"80,85","31,78"
22/11/2001,"80,86","31,91"
23/11/2001,"80,86","32,29"
26/11/2001,"80,89","32,62"
27/11/2001,"80,91","32,73"
28/11/2001,"80,98","32,61"
29/11/2001,"81,01","31,89"
30/11/2001,"81,06","32,48"
03/12/2001,"81,58","33,26"
04/12/2001,"82,01","33,65"
05/12/2001,"82,05","33,68"
06/12/2001,"82,53","34,1"
07/12/2001,"83,66","34,96"
10/12/2001,"84,53","36,25"
11/12/2001,"85,73","36,02"
12/12/2001,"86,43","36,45"
13/12/2001,"86,81","36,57"
14/12/2001,"86,84","36,53"
17/12/2001,"87,05","36,95"
18/12/2001,"87,1","37,46"
19/12/2001,"87,49","38,12"
20/12/2001,"87,57","37,52"
21/12/2001,"87,59","37,47"
26/12/2001,"87,61","37,73"
27/12/2001,"87,61","37,6"
28/12/2001,"87,61","37,83"
02/01/2002,"87,6","38,02"
03/01/2002,"87,6","38,17"
04/01/2002,"87,6","37,57"
07/01/2002,"87,61","37,6"
08/01/2002,"88,05","37,09"
09/01/2002,"88,4","37,22"
10/01/2002,"88,91","36,71"
11/01/2002,"89,07","37,08"
14/01/2002,"89,26","37,25"
15/01/2002,"89,57","37,73"
16/01/2002,"89,97",38
17/01/2002,"91,1","38,26"
18/01/2002,"91,7","38,76"
21/01/2002,"92,14","38,81"
22/01/2002,"92,89","39,01"
23/01/2002,"93,9","39,37"
24/01/2002,"94,22","39,29"
25/01/2002,"94,55","39,18"
28/01/2002,"94,58",39
29/01/2002,"95,18","39,04"
30/01/2002,"95,24","39,16"
31/01/2002,"96,18","39,84"
01/02/2002,"96,59","40,08"
04/02/2002,"97,29","40,1"
05/02/2002,"98,18","40,52"
06/02/2002,"98,33","40,36"
07/02/2002,"98,53",40
08/02/2002,"98,75","40,14"
13/02/2002,"98,83","40,99"
14/02/2002,"98,85","40,66"
15/02/2002,"98,86","40,72"
18/02/2002,"98,98","40,65"
19/02/2002,"99,12","40,93"
20/02/2002,"99,19","40,99"
21/02/2002,"99,2","40,96"
22/02/2002,"99,28","40,97"
25/02/2002,"99,28","41,44"
26/02/2002,"99,29","41,47"
27/02/2002,"99,29","42,11"
28/02/2002,"99,28","41,98"
01/03/2002,"99,28","42,34"
04/03/2002,"99,21","42,67"
05/03/2002,"99,14","42,51"
06/03/2002,"98,97","41,79"
07/03/2002,"98,16","41,37"
08/03/2002,"98,16","41,75"
11/03/2002,"97,82","41,49"
12/03/2002,"97,73","41,93"
13/03/2002,"97,65","41,57"
14/03/2002,"97,57","41,61"
15/03/2002,"97,57","41,57"
18/03/2002,"97,54","41,65"
19/03/2002,"97,53","41,62"
20/03/2002,"97,44","41,55"
21/03/2002,"97,44","41,57"
22/03/2002,"97,18","41,11"
25/03/2002,"96,94","40,99"
26/03/2002,"96,78","41,25"
27/03/2002,"96,49","41,52"
28/03/2002,"96,46","41,49"
01/04/2002,"96,45","41,86"
02/04/2002,"96,44","41,95"
03/04/2002,"96,43","41,73"
04/04/2002,"96,43","41,89"
05/04/2002,"96,43","42,29"
08/04/2002,"96,43","42,05"
09/04/2002,"96,44","42,3"
10/04/2002,"96,44","42,54"
11/04/2002,"96,47","42,24"
12/04/2002,"96,46","42,05"
15/04/2002,"96,47","41,55"
16/04/2002,"96,47","41,57"
17/04/2002,"96,48","41,51"
18/04/2002,"96,49","41,45"
19/04/2002,"96,48","41,39"
22/04/2002,"96,49","41,2"
23/04/2002,"96,49","40,87"
24/04/2002,"96,5","40,92"
25/04/2002,"96,56","40,84"
26/04/2002,"96,61","40,73"
29/04/2002,"96,65","40,88"
30/04/2002,"96,65","40,92"
02/05/2002,"96,61","40,31"
03/05/2002,"96,59","40,1"
06/05/2002,"96,59","39,9"
07/05/2002,"96,59","39,67"
08/05/2002,"96,61","39,61"
09/05/2002,"96,63","39,07"
10/05/2002,"96,63","39,15"
13/05/2002,"96,63","38,33"
14/05/2002,"96,64","38,52"
15/05/2002,"96,64","38,56"
16/05/2002,"96,64","39,17"
17/05/2002,"96,65","39,03"
20/05/2002,"96,66","38,91"
21/05/2002,"96,67","38,93"
22/05/2002,"96,67","38,28"
23/05/2002,"96,66","38,22"
24/05/2002,"96,67","38,34"
27/05/2002,"96,66","38,27"
28/05/2002,"96,68","38,25"
29/05/2002,"96,68","38,46"
31/05/2002,"96,68","38,43"
03/06/2002,"96,71","38,13"
04/06/2002,"96,75","37,25"
05/06/2002,"96,8","37,1"
06/06/2002,"96,8","36,39"
07/06/2002,"96,8","36,68"
10/06/2002,"96,82","36,73"
11/06/2002,"96,82","35,7"
12/06/2002,"96,82","34,64"
13/06/2002,"96,82","35,73"
14/06/2002,"96,83","35,65"
17/06/2002,"96,85","36,37"
18/06/2002,"96,86","35,69"
19/06/2002,"96,88","35,79"
20/06/2002,"96,9","35,02"
21/06/2002,"97,02","34,16"
24/06/2002,"97,15","34,95"
25/06/2002,"97,2","34,41"
26/06/2002,"97,28","33,76"
27/06/2002,"97,51","34,15"
28/06/2002,"97,73","34,66"
01/07/2002,"98,18","33,9"
02/07/2002,"98,68","34,12"
03/07/2002,"99,75","34,82"
04/07/2002,"99,92","34,98"
05/07/2002,"100,91","35,01"
08/07/2002,"101,15","35,35"
10/07/2002,"102,13","35,82"
11/07/2002,"102,53","36,72"
12/07/2002,"102,65","36,52"
15/07/2002,"103,28","36,21"
16/07/2002,"104,03","36,22"
17/07/2002,"104,15","35,95"
18/07/2002,"104,35","36,6"
19/07/2002,"104,93","36,61"
22/07/2002,"105,8","36,44"
23/07/2002,"106,67","36,53"
24/07/2002,"106,8","36,25"
25/07/2002,"107,25","35,81"
26/07/2002,"108,7","36,08"
29/07/2002,"108,91","34,19"
30/07/2002,"109,4","33,15"
31/07/2002,"110,18","31,75"
01/08/2002,"112,22","35,51"
02/08/2002,"114,35","37,99"
05/08/2002,"115,47","36,48"
06/08/2002,"118,43","38,02"
07/08/2002,"119,2","39,47"
08/08/2002,"119,2","40,89"
09/08/2002,"119,2","39,34"
12/08/2002,"119,27","37,8"
13/08/2002,"119,27","37,68"
14/08/2002,"119,38","37,25"
15/08/2002,"119,82","37,33"
16/08/2002,"120,39","38,52"
19/08/2002,"120,86","38,93"
20/08/2002,"121,38","39,16"
21/08/2002,122,"39,55"
22/08/2002,"122,65",39
23/08/2002,"122,68","39,41"
26/08/2002,"124,01","40,13"
27/08/2002,"125,63","40,07"
28/08/2002,"127,26","40,79"
29/08/2002,"128,41","41,76"
30/08/2002,"129,19","42,92"
02/09/2002,"129,22","42,2"
03/09/2002,"130,71","42,16"
04/09/2002,"131,4","42,18"
05/09/2002,"134,58","42,7"
06/09/2002,"136,18","43,1"
09/09/2002,"138,43","44,6"
10/09/2002,141,"44,93"
11/09/2002,"143,64","46,25"
12/09/2002,"144,77","46,31"
13/09/2002,"145,2","45,95"
16/09/2002,"145,3","45,18"
17/09/2002,"145,37","44,73"
18/09/2002,"145,39","43,34"
19/09/2002,"145,42","42,15"
20/09/2002,"145,64","42,77"
23/09/2002,"145,91","40,81"
24/09/2002,"145,95","38,61"
25/09/2002,"145,96","39,83"
26/09/2002,"145,96","38,82"
27/09/2002,"145,99","37,67"
30/09/2002,"146,02","38,83"
01/10/2002,"146,02","40,45"
02/10/2002,"146,06","39,91"
03/10/2002,"146,27","39,59"
04/10/2002,"146,28","40,41"
07/10/2002,"146,35","39,18"
08/10/2002,"146,5","39,33"
09/10/2002,"146,5","37,81"
10/10/2002,"146,5","36,72"
11/10/2002,"146,5","38,35"
14/10/2002,"146,54","38,06"
15/10/2002,"146,48","38,05"
16/10/2002,"146,47","37,36"
17/10/2002,"146,45","37,5"
18/10/2002,"146,45","37,79"
21/10/2002,"146,45","37,41"
22/10/2002,"146,44","37,45"
23/10/2002,"146,45","37,41"
24/10/2002,"146,46","38,54"
25/10/2002,"146,46","39,26"
28/10/2002,"146,46","38,75"
29/10/2002,"146,76","38,32"
30/10/2002,"147,27","39,64"
31/10/2002,"147,69","40,69"
01/11/2002,"148,57","41,27"
04/11/2002,"148,78","42,03"
05/11/2002,"148,99","42,27"
06/11/2002,"150,04","41,05"
07/11/2002,"150,39","41,78"
08/11/2002,"150,88","42,5"
11/11/2002,"152,56","43,4"
12/11/2002,"154,99","42,93"
13/11/2002,"158,47","43,66"
14/11/2002,"159,63","43,32"
18/11/2002,"162,52","45,65"
19/11/2002,"165,26","46,49"
20/11/2002,"167,69","47,71"
21/11/2002,"169,29","48,03"
22/11/2002,"169,69","47,67"
25/11/2002,"171,02","48,31"
26/11/2002,"172,77","47,86"
27/11/2002,"173,73","48,39"
28/11/2002,"174,81","48,42"
29/11/2002,"174,85","47,77"
02/12/2002,"174,97","48,23"
03/12/2002,"175,85","47,66"
04/12/2002,"176,44","47,37"
05/12/2002,"177,14","46,99"
06/12/2002,"177,64","47,37"
09/12/2002,"178,44","47,15"
10/12/2002,"179,39","47,15"
11/12/2002,"180,13","47,65"
12/12/2002,"181,04","47,83"
13/12/2002,"181,05","48,54"
16/12/2002,"181,07","50,3"
17/12/2002,"181,07","50,65"
18/12/2002,"181,07","51,44"
19/12/2002,"181,24","52,01"
20/12/2002,"181,28","51,94"
23/12/2002,"181,27","51,64"
26/12/2002,"181,29","50,78"
27/12/2002,"181,28","51,21"
30/12/2002,"181,28","51,06"
02/01/2003,"181,27","51,35"
03/01/2003,"181,27","52,62"
06/01/2003,"182,47","54,47"
